,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
46,Chris Pratt,ARTISTS,2015,https://time.com/collection-post/3822922/chris-pratt-2015-time-100/,Chris Pratt,American actor,"Born: June 21, 1979 (age 41 years), Virginia, MN","Christopher Michael Pratt is an American actor, known for starring in both television and action films. ","Virginia, MN","June 21, 1979",41,
47,Audra McDonald,ARTISTS,2015,https://time.com/collection-post/3822925/audra-mcdonald-2015-time-100/,Audra McDonald,American actress,"Born: July 3, 1970 (age 50 years), West Berlin","Audra Ann McDonald is an American actress and singer. Primarily known for her work on the Broadway stage, she has won six Tony Awards, more performance wins than any other actor, and is the only person to win all four acting categories. ",West Berlin,"July 3, 1970",50,her
48,Tim McGraw,ARTISTS,2015,https://time.com/collection-post/3822067/tim-mcgraw-2015-time-100/,Tim McGraw,American singer,"Born: May 1, 1967 (age 53 years), Delhi, LA","Samuel Timothy McGraw is an American singer, actor, and record producer. McGraw has released fifteen studio albums. 10 of those albums have reached number 1 on the Top Country Albums charts, with his 1994 breakthrough album Not a Moment Too Soon being the top country album of 1994. ","Delhi, LA","May 1, 1967",53,his
49,Kevin Hart,ARTISTS,2015,https://time.com/collection-post/3823293/kevin-hart-2015-time-100/,Kevin Hart,American comedian,"Born: July 6, 1979 (age 41 years), Philadelphia, PA","Kevin Darnell Hart is an American stand-up comedian, actor, and producer. Born and raised in Philadelphia, Pennsylvania, Hart began his career by winning several amateur comedy competitions at clubs ... ","Philadelphia, PA","July 6, 1979",41,his
50,Chimamanda Ngozi Adichie,ARTISTS,2015,https://time.com/collection-post/3823296/chimamanda-ngozi-adichie-2015-time-100/,Chimamanda Ngozi Adichie,Writer,"Born: September 15, 1977 (age 43 years), Enugu, Nigeria",Chimamanda Ngozi Adichie is a Nigerian writer whose works range from novels to short stories to nonfiction. ,"Enugu, Nigeria","September 15, 1977",43,
51,Julianne Moore,ARTISTS,2015,https://time.com/collection-post/3822884/julianne-moore-2015-time-100/,Julianne Moore,Actress,"Born: December 3, 1960 (age 60 years), Fort Bragg, NC","Julie Anne Smith, known professionally as Julianne Moore, is an American-British actress and author. ","Fort Bragg, NC","December 3, 1960",60,
52,Christopher Nolan,ARTISTS,2015,https://time.com/collection-post/3822892/christopher-nolan-2015-time-100/,Christopher Nolan,Film director,"Born: July 30, 1970 (age 50 years), Westminster, London, United Kingdom","Christopher Edward Nolan CBE is a British-American film director, producer, and screenwriter. His directorial efforts have grossed more than US$5.1 billion worldwide, garnered 34 Oscar nominations and ten wins. Born and raised in London, Nolan developed an interest in filmmaking from a young age. ","Westminster, London, United Kingdom","July 30, 1970",50,His
53,Marie Kondo,ARTISTS,2015,https://time.com/collection-post/3822899/marie-kondo-2015-time-100/,Marie Kondo,Japanese consultant,"Born: October 9, 1984 (age 36 years), Tokyo, Japan","Marie Kondo, also known as Konmari, is a Japanese organizing consultant, author, and TV show host. Kondo has written four books on organizing, which have collectively sold millions of copies around the world. ","Tokyo, Japan","October 9, 1984",36,
54,John Oliver,ARTISTS,2015,https://time.com/collection-post/3822865/john-oliver-2015-time-100/,John Oliver,2014 ‧ News ‧ 7 seasons,"First episode date: April 27, 2014","John Oliver won an Emmy for his work as a writer on ""The Daily Show With Jon Stewart,"" but it wasn't until he guest-hosted that show in the summer of 2013 that HBO took notice of his ""singular perspective and distinct voice."" Thanks to that memorable gig, Oliver gets to show off his talent in front … MORE","London, United Kingdom",,,his
55,Jorge Ramos,ARTISTS,2015,https://time.com/collection-post/3823152/jorge-ramos-2015-time-100/,Jorge Ramos,American-Mexican journalist,"Born: March 16, 1958 (age 62 years), Mexico City, Mexico","Jorge Gilberto Ramos Ávalos is a Mexican/American journalist and author. Regarded as the best-known Spanish-language news anchor in the United States of America, he has been referred to as ""The Walter Cronkite of Latin America"". ","Mexico City, Mexico","March 16, 1958",62,he
56,Narendra Modi,LEADERS,2015,https://time.com/collection-post/3823155/narendra-modi-2015-time-100/,Narendra Modi,Prime Minister of India,"Education: Gujarat University (1983), School of Open Learning, University of Delhi (1978), University of Delhi Trending",Narendra Damodardas Modi is an Indian politician serving as the 14th and current Prime Minister of India since 2014. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi. ,,,,He
57,Angela Merkel,LEADERS,2015,https://time.com/collection-post/3823146/angela-merkel-2015-time-100/,Angela Merkel,Chancellor of Germany,"Born: July 17, 1954 (age 66 years), Hamburg, Germany","Angela Dorothea Merkel is a German politician who has been Chancellor of Germany since 2005. She served as Leader of the Opposition from 2002 to 2005 and as Leader of the Christian Democratic Union from 2000 to 2018. A member of the Christian Democratic Union, Merkel is the first female Chancellor of Germany. ","Hamburg, Germany","July 17, 1954",66,She
58,Bob Corker,LEADERS,2015,https://time.com/collection-post/3823149/bob-corker-2015-time-100/,Bob Corker,Former United States Senator,"Born: August 24, 1952 (age 68 years), Orangeburg, SC","Robert Phillips Corker Jr. is an American businessman and politician who served as a United States Senator from Tennessee from 2007 to 2019. A member of the Republican Party, he served as Chair of the Senate Foreign Relations Committee from 2015 to 2019. ","Orangeburg, SC","August 24, 1952",68,he
59,Rula Ghani,LEADERS,2015,https://time.com/collection-post/3822997/rula-ghani-2015-time-100/,Rula Ghani,Ashraf Ghani's wife,"Born: 1948 (age 72 years), Lebanon","Rula F. Saadah Ghani is the current First Lady of Afghanistan, the wife of the incumbent President of Afghanistan, Ashraf Ghani. In 2015, Rula Ghani was named to the Time 100, a list of the world's most influential people, by Time magazine. ",Lebanon,1948,72,
60,Muhammadu Buhari,LEADERS,2015,https://time.com/collection-post/3823002/muhammadu-buhari-2015-time-100/,Muhammadu Buhari,President of Nigeria,"Born: December 17, 1942 (age 77 years), Daura, Nigeria","Muhammadu Buhari GCFR is a Nigerian politician who has been president of Nigeria since 2015. Buhari is a retired Major General of the Nigerian Army and served as military head of state from 1983 to 1985, after taking power in a military coup d'état. ","Daura, Nigeria","December 17, 1942",77,
61,Alexis Tsipras,LEADERS,2015,https://time.com/collection-post/3823031/alexis-tsipras-2015-time-100/,Alexis Tsipras,Leader of the Opposition,"Born: July 28, 1974 (age 46 years), Athens, Greece","Alexis Tsipras is a Greek politician serving as Leader of the Official Opposition since 2019. The leader of left-wing party Syriza since 2009, he served as Prime Minister of Greece from 2015 to 2019. Tsipras has been Leader of the Coalition of the Radical Left, a left wing political party, since 2009. ","Athens, Greece","July 28, 1974",46,he
62,Vladimir Putin,LEADERS,2015,https://time.com/collection-post/3822627/vladimir-putin-2015-time-100/,Vladimir Putin,President of Russia,"Born: October 7, 1952 (age 68 years), Saint Petersburg, Russia","Vladimir Vladimirovich Putin is a Russian politician and a former officer of the KGB who has served as President of Russia since 2012, previously holding the position from 1999 until 2008. Putin was born in Leningrad and studied law at Leningrad State University, graduating in 1975. ","Saint Petersburg, Russia","October 7, 1952",68,
63,Obiageli Ezekwesili,LEADERS,2015,https://time.com/collection-post/3822633/obiageli-ezekwesili-2015-time-100/,Oby Ezekwesili,Nigerian chartered accountant,"Born: April 28, 1963 (age 57 years), Anambra, Nigeria","Obiageli Ezekwesili, also popularly known as Oby Ezekwesili, is a Nigerian chartered accountant from Anambra state. She was born to father Benjamin Ujubuonu who died in 1988 and mother Cecilia Nwayiaka Ujubuonu who died on 21 June 2020. ","Anambra, Nigeria","April 28, 1963",57,She
64,Elizabeth Warren,LEADERS,2015,https://time.com/collection-post/3823064/elizabeth-warren-2015-time-100/,Elizabeth Warren,United States Senator,"Born: June 22, 1949 (age 71 years), Oklahoma City, OK","Elizabeth Ann Warren is an American politician and former law professor who is the senior United States senator from Massachusetts, serving since 2013. A member of the Democratic Party and a progressive, Warren has focused on consumer protection, economic opportunity, and the social safety net while in the Senate. ","Oklahoma City, OK","June 22, 1949",71,
65,Haider Al-Abadi,LEADERS,2015,https://time.com/collection-post/3823068/haider-al-abadi-2015-time-100/,Haider al-Abadi,Former Prime Minister of Iraq,"Born: April 25, 1952 (age 68 years), Baghdad, Iraq","Haider Jawad Kadhim al-Abadi is an Iraqi politician who was Prime Minister of Iraq from September 2014 until October 2018. Previously he served as Minister of Communication from 2003 to 2004, in the first government after Saddam Hussein was deposed. ","Baghdad, Iraq","April 25, 1952",68,he
66,Joko Widodo,LEADERS,2015,https://time.com/collection-post/3823070/joko-widodo-2015-time-100/,Joko Widodo,President of Indonesia,"Children: Gibran Rakabuming Raka, Kaesang Pangarep, Kahiyang Ayu Trending","Joko Widodo, also known as Jokowi, is an Indonesian politician who is the 7th and current president of Indonesia. ","Jakarta, Indonesia",,,
67,King Salman bin Abdulaziz Al Saud,LEADERS,2015,https://time.com/collection-post/3823845/king-salman-2015-time-100/,Salman of Saudi Arabia,Null,"Born: December 31, 1935 (age 84 years), Riyadh, Saudi Arabia",Salman bin Abdulaziz Al Saud has been the King of Saudi Arabia and Custodian of the Two Holy Mosques since 23 January 2015. He was the deputy governor of Riyadh and later the governor of Riyadh for 48 years from 1963 to 2011. He was then appointed Minister of Defense. ,"Riyadh, Saudi Arabia","December 31, 1935",84,He
68,Xi Jinping,LEADERS,2015,https://time.com/collection-post/3823847/xi-jinping-2015-time-100/,Xi Jinping,Chairman of the Central Military Commission of the People's Republic of China,"Born: June 15, 1953 (age 67 years), Beijing, China","Xi Jinping is a Chinese politician who has served as General Secretary of the Chinese Communist Party and Chairman of the Central Military Commission since 2012, and President of the People's Republic of China since 2013. ","Beijing, China","June 15, 1953",67,
69,Jeb Bush,LEADERS,2015,https://time.com/collection-post/3823844/jeb-bush-2015-time-100/,Jeb Bush,Former Governor of Florida,"Born: February 11, 1953 (age 67 years), Midland, TX","John Ellis ""Jeb"" Bush is an American politician who served as the 43rd Governor of Florida from 1999 to 2007. Bush, who grew up in Houston, is the second son of the late former President George H. W. Bush and former First Lady Barbara Bush, and a younger brother of former President George W. Bush. ","Midland, TX","February 11, 1953",67,
