,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
10,Gina Rinehart,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/gina-rinehart/,Gina Rinehart,Australian magnate,"Born: February 9, 1954 (age 66 years), Perth, Australia","Georgina Hope ""Gina"" Rinehart is an Australian mining magnate and heiress. Rinehart is the Executive Chairman of Hancock Prospecting, a privately-owned mineral exploration and extraction company founded by her father, Lang Hancock. ","Perth, Australia","February 9, 1954",66,her
11,Markus Persson and Jens Bergensten,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/markus-persson-and-jens-bergensten/,Null,Null,Null,Null,,,,
12,Igor Sechin,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/igor-sechin/,Igor Sechin,Chief Executive Officer of Rosneft,"Born: September 7, 1960 (age 60 years), Saint Petersburg, Russia","Igor Ivanovich Sechin is a Russian oligarch and a government official, considered a close ally and ""de facto deputy"" of Vladimir Putin. Sechin is often described as one of Putin's most conservative counselors and the leader of the Kremlin's Siloviki faction, a lobby gathering former security services agents. ","Saint Petersburg, Russia","September 7, 1960",60,
13,Tadashi Yanai,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/tadashi-yanai/,Tadashi Yanai,Japanese businessman,"Born: February 7, 1949 (age 71 years), Ube, Yamaguchi, Japan","Tadashi Yanai is a Japanese billionaire businessman, the founder and president of Fast Retailing, the parent company of Uniqlo. As of May 2020, he was ranked 41st richest in the world by Forbes, and the richest in Japan, with an estimated net worth of US$24.3 billion. ","Ube, Yamaguchi, Japan","February 7, 1949",71,he
14,Sam Yagan,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/sam-yagan/,Sam Yagan,Null,"Born: April 10, 1977 (age 43 years)","Sam Yagan is an American Internet entrepreneur best known as the co-founder of OkCupid. In 2013, he was named to TIME Magazine's '100 Most Influential People in the World' list. He is the Vice-Chairman of the e-dating site Match.com. ",,"April 10, 1977",43,he
15,Shonda Rhimes,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/shonda-rhimes/,Shonda Rhimes,American television producer,"Born: January 13, 1970 (age 50 years), Chicago, IL","Shonda Lynn Rhimes is an American television producer, screenwriter, and author. She is best known as the showrunner—creator, head writer, and executive producer—of the television medical drama Grey's Anatomy, its spin-off Private Practice, and the political thriller series Scandal. ","Chicago, IL","January 13, 1970",50,She
16,Lebron James,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/lebron-james/,LeBron James,American basketball player,"Born: December 30, 1984 (age 35 years), Akron, OH","LeBron Raymone James Sr. is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association. Widely considered one of the greatest NBA players in history, James is frequently compared to Michael Jordan in debates over the greatest basketball player of all time. ","Akron, OH","December 30, 1984",35,
17,David Einhorn,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/david-einhorn/,David Einhorn,American investor,"Born: November 20, 1968 (age 52 years), New Jersey","David M. Einhorn is an American investor, hedge fund manager, and philanthropist. He is the founder and president of Greenlight Capital, a ""long-short value-oriented hedge fund."" Born in New Jersey, Einhorn graduated from Cornell University, before starting Greenlight Capital in 1996. ",New Jersey,"November 20, 1968",52,He
18,Magnus Carlsen,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/magnus-carlsen/,Magnus Carlsen,Norwegian chess Grandmaster,"Born: November 30, 1990 (age 30 years), Tønsberg Municipality, Norway","Sven Magnus Øen Carlsen is a Norwegian chess grandmaster who is the current World Chess Champion, World Rapid Chess Champion, and World Blitz Chess Champion. Carlsen first reached the top of the FIDE world rankings in 2010, and trails only Garry Kasparov in time spent as the highest rated player in the world. ","Tønsberg Municipality, Norway","November 30, 1990",30,
19,Sheryl Sandberg,TITANS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/sheryl-sandberg/,Sheryl Sandberg,Chief Operating Officer of Facebook,"Born: August 28, 1969 (age 51 years), Washington, D.C.","Sheryl Kara Sandberg is an American business executive, billionaire and philanthropist. Sandberg serves as the Chief Operating Officer of Facebook and the founder of LeanIn.Org. In June 2012, she was elected to Facebook's Board of Directors, becoming the first woman to serve on its board. ","Washington, D.C.","August 28, 1969",51,she
20,Rand Paul,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/rand-paul/,Rand Paul,United States Senator,"Born: January 7, 1963 (age 57 years), Pittsburgh, PA","Randal Howard Paul is an American politician and physician serving as the junior United States Senator from Kentucky since 2011. He is a son of former twelve-term U.S. Representative Ron Paul of Texas who was a presidential candidate in 1988, 2008, and 2012. ","Pittsburgh, PA","January 7, 1963",57,He
21,Noynoy Aquino,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/noynoy-aquino/,Benigno Aquino III,Former President of the Philippines,"Born: February 8, 1960 (age 60 years), Manila, Philippines","Benigno Simeon Cojuangco Aquino III, also known as ""PNoy"" or ""Noynoy"", is a Filipino politician who served as the 15th president of the Philippines from 2010 until 2016. Aquino is a fourth-generation politician and was the chairman of the Liberal Party from 2010 to 2016. ","Manila, Philippines","February 8, 1960",60,
22,Barack Obama,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/barack-obama/,Barack Obama,44th U.S. President,"Born: August 4, 1961 (age 59 years), Kapiʻolani Medical Center for Women & Children, Honolulu, HI","Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ","Kapiʻolani Medical Center for Women & Children, Honolulu, HI","August 4, 1961",59,
23,Chris Christie,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/chris-christie/,Chris Christie,Former Governor of New Jersey,"Born: September 6, 1962 (age 58 years), Newark, NJ","Christopher James Christie is an American politician, political commentator, lobbyist and former federal prosecutor who served as the 55th Governor of New Jersey from 2010 to 2018. Christie was born in Newark, New Jersey and raised in Livingston, New Jersey. ","Newark, NJ","September 6, 1962",58,
24,Hassan Sheik Mohamud,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/hassan-sheik-mohamud/,Hassan Sheikh Mohamud,Former President of Somalia,"Born: November 29, 1955 (age 65 years), Jalalaqsi, Somalia","Hassan Sheikh Mohamud is a Somali politician. He is the founder and current chairman of a large political aggregation party which have majority of parliament in both chambers Union for Peace and Development Party, He was the 8th President of Somalia from 16 September 2012 until 16 February 2017. ","Jalalaqsi, Somalia","November 29, 1955",65,He
25,John Brennan,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/john-brennan/,John O. Brennan,Former Director of the Central Intelligence Agency,"Born: September 22, 1955 (age 65 years), New Jersey",John Owen Brennan is a former American intelligence officer who served as the Director of the Central Intelligence Agency from March 2013 to January 2017. ,New Jersey,"September 22, 1955",65,
26,Park Geun-hye,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/park-geun-hye/,Park Geun-hye,Former President of South Korea,"Born: February 2, 1952 (age 68 years), Daegu, South Korea",Park Geun-hye is a former South Korean politician who served as President of South Korea from 2013 to 2017. Park was the first woman to be President of South Korea and also the first female president popularly elected as head of state in East Asia. ,"Daegu, South Korea","February 2, 1952",68,
27,Yair Lapid,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/yair-lapid/,Yair Lapid,Knesset member,"Born: November 5, 1963 (age 57 years), Tel Aviv-Yafo, Israel","Yair Lapid is an Israeli politician and former journalist serving as chairman of the Yesh Atid party and opposition leader in the Knesset. He served as Minister of Finance from 2013 to 2014. Before entering politics in 2012, Lapid was an author, TV presenter and news anchor. ","Tel Aviv-Yafo, Israel","November 5, 1963",57,He
28,Wayne LaPierre,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/wayne-lapierre/,Wayne LaPierre,American activist,"Born: November 8, 1949 (age 71 years), Schenectady, NY","Wayne Robert LaPierre, Jr. is an American gun rights activist serving as the executive vice president of the National Rifle Association since 1991. ","Schenectady, NY","November 8, 1949",71,
29,Kamala Harris,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/kamala-harris/,Kamala Harris,US Vice President-elect (Source: The AP),"Born: October 20, 1964 (age 56 years), Oakland Medical Center, Oakland, CA","Kamala Devi Harris is an American politician and attorney, the junior United States senator from California, and the vice president-elect of the United States. ","Oakland Medical Center, Oakland, CA","October 20, 1964",56,
30,Fethullah Gulen,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/fethullah-gulen/,Fethullah Gülen,Turkish scholar,"Born: April 27, 1941 (age 79 years), Pasinler, Erzurum","Muhammed Fethullah Gülen is a Turkish Islamic scholar, preacher, and a one-time opinion leader. Gülen is designated an influential Ottomanist, Anatolian panethnicist, Islamic poet, writer, social ... ","Pasinler, Erzurum","April 27, 1941",79,
31,Xi Jinping,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/xi-jinping/,Xi Jinping,Chairman of the Central Military Commission of the People's Republic of China,"Born: June 15, 1953 (age 67 years), Beijing, China","Xi Jinping is a Chinese politician who has served as General Secretary of the Chinese Communist Party and Chairman of the Central Military Commission since 2012, and President of the People's Republic of China since 2013. ","Beijing, China","June 15, 1953",67,
32,Wilfredo De Jesús,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/wilfredo-de-jesus/,See results about,Null,Null,Null,,,,
33,Tom Coburn,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/tom-coburn/,Tom Coburn,Former United States Representative,"Born: March 14, 1948, Casper, WY","Thomas Allen Coburn was an American politician and physician. A Republican, he was a United States Representative and later a United States Senator from Oklahoma. Coburn was elected to the United States House of Representatives in 1994 as part of the Republican Revolution. ",,"March 14, 1948, Casper,",,he
34,Kim Jong Un,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/kim-jong-un/,Kim Jong-un,Supreme Leader of North Korea,"Born: January 8, 1984 (age 36 years), Pyongyang, North Korea","Kim Jong-un or Kim Jong Un is a North Korean politician serving as Supreme Leader of North Korea since 2011 and the leader of the Workers' Party of Korea since 2012. He is the second child of Kim Jong-il, who was North Korea's second supreme leader from 1994 to 2011, and Ko Yong-hui. ","Pyongyang, North Korea","January 8, 1984",36,He
35,Abdullah Ocalan,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/abdullah-ocalan/,Abdullah Öcalan,Null,"Born: April 4, 1949 (age 71 years), Ömerli, Turkey","Abdullah Öcalan, also known as Apo, is a Kurdish nationalist and one of the founding members of the militant Kurdistan Workers' Party. Öcalan was based in Syria from 1979 to 1998. He helped found the PKK in 1978, and led it into the Kurdish–Turkish conflict in 1984. ","Ömerli, Turkey","April 4, 1949",71,He
36,Enrique Peña Nieto,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/enrique-pena-nieto/,Enrique Peña Nieto,Former President of Mexico,"Born: July 20, 1966 (age 54 years), Atlacomulco de Fabela, Mexico","Enrique Peña Nieto OMRI GCB, commonly referred to by his initials EPN, is a Mexican politician. He served as the 57th President of Mexico from 1 December 2012, to 30 November 2018. ","Atlacomulco de Fabela, Mexico","July 20, 1966",54,his
37,Elena Kagan,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/elena-kagan/,Elena Kagan,Associate Justice of the Supreme Court of the United States,"Born: April 28, 1960 (age 60 years), Upper West Side, New York, NY","Elena Kagan is an Associate Justice of the Supreme Court of the United States. She was nominated by President Barack Obama on May 10, 2010 and has served since August 7, 2010. Kagan is the fourth woman to become a member of the Court. Kagan was born and raised in New York City. ","Upper West Side, New York, NY","April 28, 1960",60,She
38,Joe Biden,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/joe-biden/,Joe Biden,US President-elect (Source: The AP),"Children: Hunter Biden, Beau Biden, Ashley Biden, Naomi Christina Biden Trending","Joseph Robinette Biden Jr. is an American politician and the president-elect of the United States. He defeated incumbent president Donald Trump in the 2020 presidential election and will be inaugurated as the 46th president on January 20, 2021. ",,,,He
39,Susana Martinez,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/susana-martinez/,Susana Martinez,Former Governor of New Mexico,"Born: July 14, 1959 (age 61 years), Rio Grande Valley","Susana Martinez is an American politician and attorney who served as the 31st governor of New Mexico from 2011 to 2019. A Republican, she served as chair of the Republican Governors Association from 2015 to 2016. She is the first female Governor of New Mexico and first Hispanic female governor in the United States. ",Rio Grande Valley,"July 14, 1959",61,she
40,Mario Draghi,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/mario-draghi/,Mario Draghi,Italian economist,"Born: September 3, 1947 (age 73 years), Rome, Italy","Mario Draghi OMRI GColIH BVO is an Italian economist who served as President of the European Central Bank between 2011 and 2019. Before that, he served as the Chairman of the Financial Stability Board from 2009 to 2011 and Governor of the Bank of Italy from 2005 to 2011. ","Rome, Italy","September 3, 1947",73,he
41,Joyce Banda,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/joyce-banda/,Joyce Banda,Former President of Malawi,"Born: April 12, 1950 (age 70 years), Malemia, Malawi","Joyce Hilda Banda is a Malawian politician who was the President of Malawi from 7 April 2012 to 31 May 2014. She is the founder and leader of the People's Party, created in 2011. ","Malemia, Malawi","April 12, 1950",70,She
42,Pope Francis,LEADERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/pope-francis/,Pope Francis,Null,"Born: December 17, 1936 (age 83 years), Flores, Buenos Aires, Argentina","Pope Francis is the head of the Catholic Church and sovereign of the Vatican City State. Francis is the first Jesuit pope, the first from the Americas, the first from the Southern Hemisphere, and the first pope from outside Europe since the Syrian Gregory III, who reigned in the 8th century. ","Flores, Buenos Aires, Argentina","December 17, 1936",83,
43,Jennifer Lawrence,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/jennifer-lawrence/,Jennifer Lawrence,American actress,"Born: August 15, 1990 (age 30 years), Indian Hills, KY","Jennifer Shrader Lawrence is an American actress. The films she has acted in have grossed over $6 billion worldwide, and she was the world's highest-paid actress in 2015 and 2016. Lawrence appeared in Time's 100 most influential people in the world list in 2013 and in the Forbes Celebrity 100 list in 2014 and 2016. ","Indian Hills, KY","August 15, 1990",30,she
44,Christina Aguilera,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/christina-aguilera/,Christina Aguilera,American singer-songwriter,"Born: December 18, 1980 (age 39 years), Staten Island, New York, NY","Christina María Aguilera is an American singer, songwriter, actress, and television personality. Her accolades include five Grammy Awards, one Latin Grammy Award, and a star on the Hollywood Walk of Fame. ","Staten Island, New York, NY","December 18, 1980",39,Her
45,Steven Spielberg,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/steven-spielberg/,Steven Spielberg,American film director,"Born: December 18, 1946 (age 73 years), Cincinnati, OH","Steven Allan Spielberg is an American film director, producer, and screenwriter. He is considered one of the founding pioneers of the New Hollywood era and one of the most popular directors and producers in film history. Spielberg started in Hollywood directing television and several minor theatrical releases. ","Cincinnati, OH","December 18, 1946",73,He
46,Jonathan Ive,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/jonathan-ive/,Jony Ive,American-British architectural designer,"Born: February 27, 1967 (age 53 years), Chingford, London, United Kingdom","Sir Jonathan Paul Ive KBE HonFREng RDI is a British-American industrial, product and architectural designer. Ive was Chief Design Officer of Apple Inc., and serves as Chancellor of the Royal College of Art. He joined Apple in September 1992, where he remained until his departure in November 2019. ","Chingford, London, United Kingdom","February 27, 1967",53,He
47,Alex Atala,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/alex-atala/,Alex Atala,Brazilian chef,"Born: June 3, 1968 (age 52 years), São Bernardo do Campo, State of São Paulo, Brazil","Milad Alexandre Mack Atala, known as Alex Atala, is a Brazilian chef of Irish and Palestinian ancestry, who runs the restaurant D.O.M. in São Paulo. In May 2012, D.O.M. was rated the 4th best restaurant in the world by the S.Pellegrino World's 50 Best Restaurants, published by Restaurant magazine. ","São Bernardo do Campo, State of São Paulo, Brazil","June 3, 1968",52,
48,Ed Ruscha,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/ed-ruscha/,Edward Ruscha,American artist,"Born: December 16, 1937 (age 82 years), Omaha, NE","Edward Joseph Ruscha IV is an American artist associated with the pop art movement. He has worked in the media of painting, printmaking, drawing, photography, and film. Ruscha lives and works in Culver City, California. ","Omaha, NE","December 16, 1937",82,He
49,Miguel,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/miguel/,Miguel,American singer,"Born: October 23, 1985 (age 35 years), San Pedro, CA","Miguel Jontel Pimentel is an American singer, songwriter, record producer, and actor. Raised in San Pedro, California, he began pursuing a music career at age thirteen. After signing to Jive Records in 2007, Miguel released his debut studio album, All I Want Is You, in November 2010. ","San Pedro, CA","October 23, 1985",35,he
50,Mindy Kaling,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/mindy-kaling/,Mindy Kaling,American actress,"Born: June 24, 1979 (age 41 years), Cambridge, MA","Vera Mindy Chokalingam, known professionally as Mindy Kaling, is an American actress, comedian, writer, producer, and director. She first gained recognition starring as Kelly Kapoor in the NBC sitcom The Office, for which she also served as a writer, executive producer, and director. ","Cambridge, MA","June 24, 1979",41,She
51,Jenna Lyons,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/jenna-lyons/,Jenna Lyons,American fashion designer,"Born: 1969 (age 51 years), Boston, MA","Jenna Lyons is an American fashion designer and business personality. Lyons was the creative director and president for J.Crew from 2008 and 2010, respectively. In April 2017, her departure from J.Crew was announced after two years of declining sales. ","Boston, MA",1969,51,her
52,Bryan Cranston,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/bryan-cranston/,Bryan Cranston,American actor,"Born: March 7, 1956 (age 64 years), Hollywood, Los Angeles, CA","Bryan Lee Cranston is an American actor, director, producer, and screenwriter. He is best known for his roles as Walter White in the AMC crime drama series Breaking Bad, Tim Whatley in the NBC sitcom ... ","Hollywood, Los Angeles, CA","March 7, 1956",64,He
53,George Saunders,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/george-saunders/,George Saunders,American writer,"Born: December 2, 1958 (age 62 years), Amarillo, TX","George Saunders is an American writer of short stories, essays, novellas, children's books, and novels. His writing has appeared in The New Yorker, Harper's, McSweeney's, and GQ. He also contributed a weekly column, American Psyche, to the weekend magazine of The Guardian between 2006 and 2008. ","Amarillo, TX","December 2, 1958",62,His
54,Jimmy Kimmel,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/jimmy-kimmel/,Jimmy Kimmel,American television host,"Born: November 13, 1967 (age 53 years), Brooklyn, New York, NY","James Christian Kimmel is an American television host, comedian, writer, and producer. He is the host and executive producer of Jimmy Kimmel Live!, a late-night talk show that premiered on ABC on January ... ","Brooklyn, New York, NY","November 13, 1967",53,He
55,Wang Shu,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/wang-shu/,Wang Shu,Chinese architect,"Born: November 4, 1963 (age 57 years), Ürümqi, China","Wang Shu is a Chinese architect based in Hangzhou, Zhejiang Province. He is the dean of the School of Architecture of the China Academy of Art. With his practice partner and wife Lu Wenyu, he founded the firm Amateur Architecture Studio. ","Ürümqi, China","November 4, 1963",57,He
56,Hilary Mantel,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/hilary-mantel/,Hilary Mantel,Writer,"Born: July 6, 1952 (age 68 years), Glossop, United Kingdom","Dame Hilary Mary Mantel, DBE, FRSL is an English writer whose work includes historical fiction, personal memoirs and short stories. ","Glossop, United Kingdom","July 6, 1952",68,
57,Frank Ocean,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/frank-ocean/,Frank Ocean,American singer-songwriter,"Born: October 28, 1987 (age 33 years), Long Beach, CA","Frank Ocean is an American singer, songwriter, record producer, photographer, and visual artist. Recognized for his idiosyncratic musical style, introspective and elliptical songwriting, unconventional ... ","Long Beach, CA","October 28, 1987",33,his
58,Jimmy Fallon,ARTISTS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/jimmy-fallon/,Jimmy Fallon,American comedian,"Born: September 19, 1974 (age 46 years), Bay Ridge, New York, NY","James Thomas Fallon is an American comedian, actor, television host, writer, and producer. He is known for his work in television as a cast member on Saturday Night Live and as the host of late-night talk show The Tonight Show Starring Jimmy Fallon and before that Late Night with Jimmy Fallon. ","Bay Ridge, New York, NY","September 19, 1974",46,He
59,Aamir Khan,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/aamir-khan/,Aamir Khan,Indian actor,"Born: March 14, 1965 (age 55 years), Mumbai, India","Mohammed Aamir Hussain Khan is an Indian actor, director, filmmaker and television talk-show host. Through his career spanning over thirty years in Hindi films, Khan has established himself as one of the most popular and influential actors of Indian cinema. ","Mumbai, India","March 14, 1965",55,his
60,Andrew Ng and Daphne Koller,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/andrew-ng-and-daphne-koller/,Null,Null,Null,Null,,,,
61,Marissa Mayer,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/marissa-mayer/,Marissa Mayer,American businesswoman,"Born: May 30, 1975 (age 45 years), Wausau, WI","Marissa Ann Mayer is an American businesswoman and investor. She is an information technology executive, and co-founder of Lumi Labs. Mayer formerly served as the president and chief executive officer of Yahoo!, a position she held from July 2012. ","Wausau, WI","May 30, 1975",45,She
62,"Hannah Gay, Katherine Luzuriaga and Deborah Persaud",PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/hannah-gay-katherine-luzuriaga-and-deborah-persaud/,Null,Null,Null,Null,,,,
63,Bassem Youssef,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/bassem-youssef/,Bassem Youssef,Egyptian comedian,"Born: March 22, 1974 (age 46 years), Cairo, Egypt","Bassem Raafat Mohamed Youssef is an Egyptian comedian, writer, producer, surgeon, doctor, media critic, and television host, who hosted El-Bernameg, a satirical news program, from 2011 to 2014. ","Cairo, Egypt","March 22, 1974",46,
64,Joaquim Barbosa,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/joaquim-barbosa/,Joaquim Barbosa,Former Chief Justice of Brazil,"Born: October 7, 1954 (age 66 years), Paracatu, State of Minas Gerais, Brazil",Joaquim Benedito Barbosa Gomes is a former Justice of the Supreme Federal Court in Brazil. He served as the president of the court between 2012 and 2014. Barbosa studied law at University of Brasília and holds a master's degree and a doctorate from Panthéon-Assas University. ,"Paracatu, State of Minas Gerais, Brazil","October 7, 1954",66,He
